business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
d974XBCRIZwoYbUrY2Rd3w,Union Taco,4229 Main St,Philadelphia,PA,19127,40.023539,-75.219736,3.5,179,0,"{'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'HappyHour': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True'}","Mexican, Restaurants, Tacos","{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
rhfWn_5ZAKg0jEWh5Q1ftw,Taco Bell,15 S 59th St,Belleville,IL,62223,38.54841,-90.03591,2.0,11,1,"{'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'NoiseLevel': ""u'loud'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}","Breakfast & Brunch, Tacos, Restaurants, Fast Food, Tex-Mex, Mexican","{'Monday': '8:0-2:0', 'Tuesday': '8:0-2:0', 'Wednesday': '8:0-2:0', 'Thursday': '8:0-2:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-2:0'}"
h_6ioAoKNLi01kPhoGDArg,Jack in the Box,5095 S Mccarran Blvd,Reno,NV,89502,39.4772629694,-119.7858694196,2.0,45,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'Alcohol': ""'none'""}","Fast Food, Tacos, Restaurants, Burgers, Breakfast & Brunch, Mexican","{'Monday': '6:0-1:0', 'Tuesday': '6:0-1:0', 'Wednesday': '6:0-1:0', 'Thursday': '6:0-1:0', 'Friday': '6:0-1:0', 'Saturday': '6:0-1:0', 'Sunday': '6:0-1:0'}"
cK-zvBBU_r3FPFCXAbs1Eg,Taco Bell,601 High Street,Mount Holly,NJ,08060,40.0077736681,-74.7967552802,2.5,33,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'DriveThru': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Tex-Mex, Tacos, Mexican, Restaurants, Fast Food, Breakfast & Brunch","{'Monday': '8:0-1:0', 'Tuesday': '8:0-1:0', 'Wednesday': '8:0-1:0', 'Thursday': '8:0-1:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-1:0'}"
jUrd3WUppgUnlD-nlr9Gew,Taco Bell,3440 So Kings Highway,Saint Louis,MO,63139,38.596478,-90.270728,1.5,50,1,"{'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'True', 'DriveThru': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}"", 'RestaurantsDelivery': 'True'}","Tacos, Fast Food, Breakfast & Brunch, Restaurants, Tex-Mex, Mexican","{'Monday': '8:0-2:0', 'Tuesday': '8:0-2:0', 'Wednesday': '8:0-2:0', 'Thursday': '8:0-2:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-2:0'}"
Yyn4z5ZysBDYCXfTFzflaQ,Punch Bowl Social Indianapolis,120 South Meridian St,Indianapolis,IN,46225,39.7649501,-86.1591087531,4.0,649,1,"{'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'loud'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForKids': 'True', 'CoatCheck': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'HappyHour': 'True', 'DogsAllowed': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'RestaurantsTakeOut': 'False', 'DriveThru': 'False'}","Active Life, Restaurants, Arts & Entertainment, Bars, Breakfast & Brunch, Beer Bar, Beer, Wine & Spirits, Tacos, Mexican, Bowling, Food, American (Traditional), Coffee & Tea, Eatertainment, Gastropubs, Nightlife, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
1gRA60wSskoLvkiC8sylWg,Taco Bell,7237 Watson Road,Saint Louis,MO,63119,38.5836,-90.318306,1.5,62,1,"{'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Tacos, Tex-Mex, Restaurants, Breakfast & Brunch, Fast Food, Mexican","{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}"
q2rR-v9ZStix89t7ihyuqg,Taco Circus,4940 Southwest Ave,Saint Louis,MO,63110,38.6120205,-90.2693601,4.0,386,0,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'Corkage': 'False', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'Caters': 'True'}","Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Tacos","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-21:0'}"
kwZ8ddju8nJbP_3X3kHpZQ,Karamelo King,5224 E Pima St,Tucson,AZ,85712,32.2431469,-110.8810436,4.0,26,1,"{'OutdoorSeating': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'False', 'DriveThru': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'DogsAllowed': 'False'}","Tacos, Restaurants, Hot Dogs, Fast Food, Mexican","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '11:0-19:0'}"
A5zTYeL1gBpMKgw_btHF3Q,Viva Burrito,1065 S Craycroft Rd,Tucson,AZ,85711,32.2079519,-110.8745008,1.5,7,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Fast Food, Mexican, Tacos, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0'}"
A6z1wMsaLLVTamzooGiqaQ,Taco Bell,9410 E. Golf Links Rd.,Tucson,AZ,85730,32.191515,-110.791453,2.5,22,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", 'DriveThru': 'True'}","Restaurants, Tacos, Mexican, Fast Food, Breakfast & Brunch, Tex-Mex","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-1:0'}"
i2cK18_imEOF1G5tgHFSNw,Taco Bell,2100 Gallatin Pike N.,Madison,TN,37115,36.302908,-86.691527,2.0,24,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'DriveThru': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Mexican, Breakfast & Brunch, Fast Food, Tex-Mex, Tacos","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-1:0'}"
ANl5EZQnaik61jBUgr-Uxw,Taco Bell,9951 W Florissant Ave,Saint Louis,MO,63136,38.747097,-90.279601,2.5,7,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Breakfast & Brunch, Tacos, Mexican, Fast Food, Tex-Mex","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-2:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}"
oB19CmdYq9EzVsYf-dbrXQ,Pancho & Lefty's Cantina - Downtown,104 5th Ave S,Nashville,TN,37203,36.1601865623,-86.7780553257,4.0,263,1,"{'HappyHour': 'True', 'BikeParking': 'False', 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'None', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'CoatCheck': 'False', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'Music': ""{u'dj': False, u'live': None, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'""}","Nightlife, Bars, Restaurants, Tex-Mex, Cocktail Bars, Tacos, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-20:0'}"
kdqoDMuvyNedsouc1i33vQ,Araña Taqueria y Cantina,3242 Magazine St,New Orleans,LA,70115,29.923406,-90.087485,3.5,312,0,"{'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'CoatCheck': 'False', 'GoodForKids': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'DriveThru': 'False', 'ByAppointmentOnly': 'False'}","Tacos, Cocktail Bars, Nightlife, Bars, Restaurants, Soup, Beer Bar, Food, Mexican","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
w2zcvd0i8xGy6H_-uXUK7g,Mariscos Chihuahua,2902 E 22nd St,Tucson,AZ,85713,32.2066105,-110.9301964,3.5,43,1,"{'WiFi': ""u'no'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Mexican, Fish & Chips, Tacos, Soup, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
KS-SOgTuuK332IFFn1tBow,Taco Bell,5002 East 56th Street,Indianapolis,IN,46226,39.8555014,-86.0860297,1.5,27,1,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Mexican, Tacos, Breakfast & Brunch, Restaurants, Fast Food","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-2:0', 'Friday': '9:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}"
vLpAUDjttjjBs3vMXvC8oA,Taco Bell,13709 Walsingham Rd,Largo,FL,33774,27.880723,-82.828557,1.5,27,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Mexican, Fast Food, Tex-Mex, Tacos, Breakfast & Brunch","{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-2:0'}"
xrwlFUPFQQ_ST4Kn8caGHw,Taco Bell,9787 St Charles Rock Rd,Saint Louis,MO,63114,38.721823,-90.370594,1.5,19,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'loud'"", 'HasTV': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Tacos, Mexican","{'Monday': '8:0-3:0', 'Tuesday': '8:0-3:0', 'Wednesday': '8:0-3:0', 'Thursday': '8:0-3:0', 'Friday': '8:0-4:0', 'Saturday': '8:0-4:0', 'Sunday': '8:0-3:0'}"
w55VlTgAoRXPnqFte3j9ew,Revolution Taco,2015 Walnut St,Philadelphia,PA,19103,39.9507589,-75.1743401,4.0,276,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'DriveThru': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'True', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True'}","Mexican, Tacos, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}"
S9WG-ZBwLVj2eCB6_0P0MQ,Taco Bell,736 S Meadows Parkway,Reno,NV,89521,39.43874,-119.75861,2.0,74,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'WiFi': ""'no'""}","Tex-Mex, Restaurants, Fast Food, Breakfast & Brunch, Tacos, Mexican","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
_p84ZoOHP6UUqBU9RvO1bw,Haggerty's Cafe,2373 MacDade Blvd,Holmes,PA,19043,39.8996862,-75.3057542,3.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'False'}","Tacos, Sports Bars, Chicken Wings, Mexican, Bars, Restaurants, Nightlife",
